Experiment #,Question #,Number of Answers,Start Date/Seconds After Start Date,Answer Chosen,Answer Order,Number of Characters in Each Answer,Total Experiment Time (Seconds),How Answers Ordered,IP Address [Removed],Time Mouse Scrolled Over Answer 1 (Seconds After Start Time),Time Mouse Moved Away From Answer 1 (Seconds After Start Time),Time Mouse Scrolled Over Answer 2 (Seconds After Start Time),Time Mouse Moved Away From Answer 2 (Seconds After Start Time),Time Mouse Scrolled Over Answer 3 (Seconds After Start Time),Time Mouse Moved Away From Answer 3 (Seconds After Start Time),Time Mouse Scrolled Over Answer 4 (Seconds After Start Time),Time Mouse Moved Away From Answer 4 (Seconds After Start Time),Time Mouse Scrolled Over Answer 5 (Seconds After Start Time),Time Mouse Moved Away From Answer 5 (Seconds After Start Time),Time Mouse Scrolled Over Answer 6 (Seconds After Start Time),Time Mouse Moved Away From Answer 6 (Seconds After Start Time),Time Mouse Scrolled Over Answer 7 (Seconds After Start Time),Time Mouse Moved Away From Answer 7 (Seconds After Start Time),Time Mouse Scrolled Over Answer 8 (Seconds After Start Time),Time Mouse Moved Away From Answer 8 (Seconds After Start Time),Amazon Worker ID
,,,,,3,469,,,,,,,,,,,,,,,,,,,,
156,1,8,0,4,2,203,950,ordered by score,,177.314,177.347,30.328,31.087,39.122,39.155,61.141,71.772,98.851,98.961,177.431,178.613,33.005,33.089,39.191,39.324,A23TQQBMP0WE0X
,,,,,7,229,,,,188.207,188.332,33.676,35.304,234.344,235.108,86.899,97.42,118.106,118.851,179.432,179.652,36.657,37.502,41.524,42.321,
,,,,,8,403,,,,188.845,188.941,36.043,36.175,254.472,255.624,98.983,106.616,119.619,119.77,180.636,180.847,39.339,41.477,49.724,49.792,
,,,,,3,205,,,,189.397,189.45,229.232,229.311,,,108.113,108.714,120.737,121.018,182.313,182.416,225.995,227.351,252.117,254.305,
,,,,,4,1225,,,,,,245.852,246.82,,,126.153,126.189,121.8,122.001,183.281,184.35,246.849,249.102,254.355,254.428,
,,,,,5,451,,,,,,,,,,145.136,145.192,122.827,126.139,184.75,188.113,249.166,249.472,,,
,,,,,6,298,,,,,,,,,,145.537,145.605,145.212,145.509,194.989,195.047,249.783,249.796,,,
,,,,,1,219,,,,,,,,,,146.112,148.845,149.272,150.362,195.388,195.461,,,,,
,,,,,,,,,,,,,,,,160.541,161.272,150.835,152.232,195.574,197.747,,,,,
,,,,,,,,,,,,,,,,199.745,201.771,153.037,153.182,,,,,,,
,,,,,,,,,,,,,,,,235.158,235.232,153.967,154.133,,,,,,,
,,,,,,,,,,,,,,,,260.752,266.833,154.878,155.003,,,,,,,
,,,,,,,,,,,,,,,,,,156.12,157.33,,,,,,,
,,,,,,,,,,,,,,,,,,158.068,159.196,,,,,,,
,,,,,,,,,,,,,,,,,,159.478,160.48,,,,,,,
,,,,,,,,,,,,,,,,,,161.325,162.02,,,,,,,
,,,,,,,,,,,,,,,,,,162.771,165.211,,,,,,,
,,,,,,,,,,,,,,,,,,165.559,167.037,,,,,,,
,,,,,,,,,,,,,,,,,,167.933,168.965,,,,,,,
,,,,,,,,,,,,,,,,,,169.721,172.985,,,,,,,
,,,,,,,,,,,,,,,,,,174.029,175.994,,,,,,,
,,,,,,,,,,,,,,,,,,184.483,184.682,,,,,,,
,2,8,258,1,4,204,,,,363.697,364.725,332.937,338.109,338.46,339.693,306.621,310.087,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,7,1203,,,,365.09,365.639,339.754,342.774,342.779,342.788,,,,,,,,,,,
,,,,,2,439,,,,370.165,370.302,,,349.221,352.623,,,,,,,,,,,
,,,,,3,1347,,,,,,,,353.51,357.708,,,,,,,,,,,
,,,,,1,753,,,,,,,,,,,,,,,,,,,,
,,,,,8,330,,,,,,,,,,,,,,,,,,,,
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,
,,,,,5,919,,,,,,,,,,,,,,,,,,,,
,3,8,382,7,2,139,,,,NA,NA,NA,NA,NA,NA,408.999,409.692,NA,NA,420.868,424.954,435.73,438.516,410.206,410.222,
,,,,,6,482,,,,,,,,,,411.364,412.089,,,,,,,410.523,410.64,
,,,,,3,280,,,,,,,,,,,,,,,,,,416.585,419.209,
,,,,,7,492,,,,,,,,,,,,,,,,,,,,
,,,,,1,168,,,,,,,,,,,,,,,,,,,,
,,,,,5,260,,,,,,,,,,,,,,,,,,,,
,,,,,4,171,,,,,,,,,,,,,,,,,,,,
,,,,,8,176,,,,,,,,,,,,,,,,,,,,
,4,8,428,7,8,131,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501.652,502.63,462.817,462.873,461.438,461.459,
,,,,,7,2010,,,,,,,,,,,,,,,,489.301,489.852,462.157,462.288,
,,,,,2,149,,,,,,,,,,,,,,,,490.08,501.652,462.905,462.941,
,,,,,6,3146,,,,,,,,,,,,,,,,,,472.198,472.284,
,,,,,3,466,,,,,,,,,,,,,,,,,,,,
,,,,,4,262,,,,,,,,,,,,,,,,,,,,
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,
,5,8,496,4,1,177,,,,522.112,522.449,NA,NA,NA,NA,529.534,530.111,541.247,541.562,NA,NA,NA,NA,NA,NA,
,,,,,4,300,,,,,,,,,,530.817,532.029,,,,,,,,,
,,,,,6,325,,,,,,,,,,,,,,,,,,,,
,,,,,3,588,,,,,,,,,,,,,,,,,,,,
,,,,,2,211,,,,,,,,,,,,,,,,,,,,
,,,,,7,426,,,,,,,,,,,,,,,,,,,,
,,,,,8,199,,,,,,,,,,,,,,,,,,,,
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,
,6,8,529,1,3,152,,,,588.182,588.182,NA,NA,567.552,567.958,NA,NA,NA,NA,634.296,634.934,NA,NA,NA,NA,
,,,,,1,1004,,,,588.279,591.344,,,577.266,577.468,,,,,,,,,,,
,,,,,7,1192,,,,591.629,592.943,,,,,,,,,,,,,,,
,,,,,5,30,,,,,,,,,,,,,,,,,,,,
,,,,,4,510,,,,,,,,,,,,,,,,,,,,
,,,,,8,301,,,,,,,,,,,,,,,,,,,,
,,,,,2,312,,,,,,,,,,,,,,,,,,,,
,,,,,6,985,,,,,,,,,,,,,,,,,,,,
,7,8,627,4,6,860,,,,740.955,741.073,NA,NA,NA,NA,705.827,705.963,NA,NA,676.517,680.609,743.97,744.087,NA,NA,
,,,,,4,1012,,,,,,,,,,722.837,724.071,,,686.173,690.075,,,,,
,,,,,1,739,,,,,,,,,,724.987,725.487,,,690.11,690.117,,,,,
,,,,,5,532,,,,,,,,,,728.292,729.597,,,703.082,703.946,,,,,
,,,,,2,302,,,,,,,,,,730.715,732.342,,,705.999,722.061,,,,,
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,
,,,,,3,734,,,,,,,,,,,,,,,,,,,,
,,,,,7,195,,,,,,,,,,,,,,,,,,,,
,8,8,734,2,2,4415,,,,NA,NA,767.784,768.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,3,105,,,,,,772.895,774.915,,,,,,,,,,,,,
,,,,,8,1027,,,,,,776.54,777.248,,,,,,,,,,,,,
,,,,,4,1531,,,,,,778.394,778.408,,,,,,,,,,,,,
,,,,,1,835,,,,,,778.711,779.556,,,,,,,,,,,,,
,,,,,7,108,,,,,,779.589,779.623,,,,,,,,,,,,,
,,,,,6,333,,,,,,,,,,,,,,,,,,,,
,,,,,5,542,,,,,,,,,,,,,,,,,,,,
,9,8,774,2,3,435,,,,NA,NA,893.283,894.62,802.866,803.336,897.095,897.261,804.945,805.025,NA,NA,NA,NA,841.804,842.732,
,,,,,5,2005,,,,,,,,804.008,804.428,,,841.387,841.458,,,,,843.26,859.053,
,,,,,8,1578,,,,,,,,805.089,811.572,,,841.562,841.788,,,,,859.97,863.672,
,,,,,1,708,,,,,,,,,,,,,,,,,,865.094,865.138,
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,
,,,,,7,381,,,,,,,,,,,,,,,,,,,,
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,
,,,,,4,826,,,,,,,,,,,,,,,,,,,,
,10,8,885,1,2,421,,,,934.848,934.942,917.1,919.582,925.248,925.255,948.55,948.6,NA,NA,949.966,959.129,925.27,925.299,NA,NA,
,,,,,7,238,,,,935.361,937.285,925.313,926.52,931.477,931.49,959.302,960.476,,,,,926.567,927.276,,,
,,,,,3,469,,,,940.214,941.33,,,931.832,931.861,,,,,,,927.698,927.987,,,
,,,,,1,1713,,,,941.813,943.379,,,,,,,,,,,928.434,930.485,,,
,,,,,8,110,,,,,,,,,,,,,,,,,,,,
,,,,,5,179,,,,,,,,,,,,,,,,,,,,
,,,,,6,184,,,,,,,,,,,,,,,,,,,,
,,,,,4,516,,,,,,,,,,,,,,,,,,,,
157,1,8,0,3,5,451,836,ordered by score,,NA,NA,NA,NA,106.589,107.282,NA,NA,NA,NA,87.286,87.371,NA,NA,NA,NA,A399GYOD60WD7M
,,,,,8,403,,,,,,,,107.616,107.918,,,,,87.768,87.784,,,,,
,,,,,4,1225,,,,,,,,107.964,108.406,,,,,88.105,88.128,,,,,
,,,,,6,298,,,,,,,,,,,,,,88.427,89.405,,,,,
,,,,,1,219,,,,,,,,,,,,,,,,,,,,
,,,,,2,203,,,,,,,,,,,,,,,,,,,,
,,,,,7,229,,,,,,,,,,,,,,,,,,,,
,,,,,3,205,,,,,,,,,,,,,,,,,,,,
,2,8,108,4,6,1265,,,,NA,NA,NA,NA,NA,NA,141.558,143.009,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,8,330,,,,,,,,,,,,,,,,,,,,
,,,,,4,204,,,,,,,,,,,,,,,,,,,,
,,,,,2,439,,,,,,,,,,,,,,,,,,,,
,,,,,1,753,,,,,,,,,,,,,,,,,,,,
,,,,,5,919,,,,,,,,,,,,,,,,,,,,
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,
,3,8,152,7,1,168,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.084,173.047,NA,NA,
,,,,,5,260,,,,,,,,,,,,,,,,174.484,174.714,,,
,,,,,7,492,,,,,,,,,,,,,,,,174.871,175.924,,,
,,,,,2,139,,,,,,,,,,,,,,,,,,,,
,,,,,3,280,,,,,,,,,,,,,,,,,,,,
,,,,,6,482,,,,,,,,,,,,,,,,,,,,
,,,,,4,171,,,,,,,,,,,,,,,,,,,,
,,,,,8,176,,,,,,,,,,,,,,,,,,,,
,4,8,178,4,1,1490,,,,NA,NA,NA,NA,NA,NA,206.922,207.442,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,6,3146,,,,,,,,,,207.543,208.373,,,,,,,,,
,,,,,4,262,,,,,,,,,,,,,,,,,,,,
,,,,,2,149,,,,,,,,,,,,,,,,,,,,
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,
,,,,,3,466,,,,,,,,,,,,,,,,,,,,
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,
,,,,,8,131,,,,,,,,,,,,,,,,,,,,
,5,8,212,4,2,211,,,,NA,NA,NA,NA,NA,NA,300.299,301.5,NA,NA,300.217,300.243,NA,NA,NA,NA,
,,,,,8,199,,,,,,,,,,505.812,506.133,,,301.505,301.512,,,,,
,,,,,6,325,,,,,,,,,,,,,,505.774,505.81,,,,,
,,,,,4,300,,,,,,,,,,,,,,,,,,,,
,,,,,1,177,,,,,,,,,,,,,,,,,,,,
,,,,,7,426,,,,,,,,,,,,,,,,,,,,
,,,,,3,588,,,,,,,,,,,,,,,,,,,,
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,
,6,8,509,7,6,985,,,,NA,NA,NA,NA,NA,NA,527.832,528.16,NA,NA,NA,NA,539.982,541.654,NA,NA,
,,,,,4,510,,,,,,,,,,534.134,534.163,,,,,,,,,
,,,,,2,312,,,,,,,,,,,,,,,,,,,,
,,,,,8,301,,,,,,,,,,,,,,,,,,,,
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,
,,,,,5,30,,,,,,,,,,,,,,,,,,,,
,,,,,3,152,,,,,,,,,,,,,,,,,,,,
,7,8,544,3,3,734,,,,607.73,608.014,NA,NA,620.082,620.701,589.523,589.568,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,302,,,,,,,,620.963,621.791,,,,,,,,,,,
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,
,,,,,7,195,,,,,,,,,,,,,,,,,,,,
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,
,,,,,6,860,,,,,,,,,,,,,,,,,,,,
,,,,,1,739,,,,,,,,,,,,,,,,,,,,
,,,,,5,532,,,,,,,,,,,,,,,,,,,,
,8,8,630,7,4,1531,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,701.614,702.04,NA,NA,
,,,,,7,108,,,,,,,,,,,,,,,,702.055,702.376,,,
,,,,,3,105,,,,,,,,,,,,,,,,702.81,703.536,,,
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,
,,,,,5,542,,,,,,,,,,,,,,,,,,,,
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,
,,,,,6,333,,,,,,,,,,,,,,,,,,,,
,,,,,1,835,,,,,,,,,,,,,,,,,,,,
,9,8,707,5,3,435,,,,NA,NA,NA,NA,NA,NA,NA,NA,775.463,775.864,NA,NA,NA,NA,NA,NA,
,,,,,5,2005,,,,,,,,,,,,776.222,776.933,,,,,,,
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,
,,,,,1,708,,,,,,,,,,,,,,,,,,,,
,,,,,4,826,,,,,,,,,,,,,,,,,,,,
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,
,,,,,7,381,,,,,,,,,,,,,,,,,,,,
,10,8,786,5,6,184,,,,812.404,813.282,NA,NA,NA,NA,NA,NA,829.765,830.07,NA,NA,NA,NA,NA,NA,
,,,,,5,179,,,,,,,,,,,,830.299,831.368,,,,,,,
,,,,,4,516,,,,,,,,,,,,,,,,,,,,
,,,,,3,469,,,,,,,,,,,,,,,,,,,,
,,,,,2,421,,,,,,,,,,,,,,,,,,,,
,,,,,7,238,,,,,,,,,,,,,,,,,,,,
,,,,,8,110,,,,,,,,,,,,,,,,,,,,
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,
158,1,8,0,5,2,203,721,ordered by score,,NA,NA,0.191,0.941,13.957,14.717,124.653,124.991,-5.149,-5.113,138.437,140.535,NA,NA,140.535,141.657,AOMTL7RWZTP3Z
,,,,,5,451,,,,,,142.462,143.169,116.596,116.743,136.374,138.436,-4.919,-4.256,141.657,141.67,,,143.936,144.419,
,,,,,3,205,,,,,,,,119.878,119.932,143.169,143.936,0.941,13.517,,,,,,,
,,,,,4,1225,,,,,,,,124.236,124.652,,,119.94,120.21,,,,,,,
,,,,,1,219,,,,,,,,142.136,142.462,,,120.342,123.382,,,,,,,
,,,,,6,298,,,,,,,,,,,,123.493,124.004,,,,,,,
,,,,,8,403,,,,,,,,,,,,,,,,,,,,
,,,,,7,229,,,,,,,,,,,,,,,,,,,,
,2,8,156,5,7,1203,,,,345.927,347.144,NA,NA,238.831,240.644,NA,NA,255.83,258.908,191.904,193.089,163.936,181.596,229.998,232.487,
,,,,,6,1265,,,,,,,,254.949,255.83,,,333.133,341.953,217.167,217.851,183.304,183.764,,,
,,,,,8,330,,,,,,,,,,,,341.966,342.307,218.323,229.998,183.822,183.891,,,
,,,,,2,439,,,,,,,,,,,,342.886,343.21,233.04,233.565,,,,,
,,,,,3,1347,,,,,,,,,,,,343.256,343.359,,,,,,,
,,,,,4,204,,,,,,,,,,,,344.91,345.927,,,,,,,
,,,,,5,919,,,,,,,,,,,,,,,,,,,,
,,,,,1,753,,,,,,,,,,,,,,,,,,,,
,3,8,358,3,6,482,,,,NA,NA,375.96,378.21,378.211,378.909,393.758,393.823,368.709,369.388,352.261,352.834,387.809,388.692,364.761,368.709,
,,,,,8,176,,,,,,,,379.326,379.394,,,370.282,370.759,357.044,364.714,393.42,393.746,369.398,369.402,
,,,,,5,260,,,,,,,,379.604,384.358,,,371.225,371.418,,,,,370.244,370.268,
,,,,,2,139,,,,,,,,389.844,389.978,,,373.27,375.959,,,,,,,
,,,,,3,280,,,,,,,,390.687,393.42,,,,,,,,,,,
,,,,,1,168,,,,,,,,,,,,,,,,,,,,
,,,,,7,492,,,,,,,,,,,,,,,,,,,,
,,,,,4,171,,,,,,,,,,,,,,,,,,,,
,4,8,405,7,8,131,,,,434.474,435.091,NA,NA,433.623,434.473,NA,NA,432.708,433.623,435.091,436.248,421.14,432.708,419.54,421.14,
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,
,,,,,4,262,,,,,,,,,,,,,,,,,,,,
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,
,,,,,3,466,,,,,,,,,,,,,,,,,,,,
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,
,,,,,2,149,,,,,,,,,,,,,,,,,,,,
,,,,,6,3146,,,,,,,,,,,,,,,,,,,,
,5,8,447,7,6,325,,,,454.787,456.247,453.989,454.787,471.725,472.083,458.896,459.983,467.507,467.802,441.167,443.005,456.247,458.896,NA,NA,
,,,,,2,211,,,,,,,,,,,,469.359,471.724,,,460.008,464.442,,,
,,,,,1,177,,,,,,,,,,,,,,,,,,,,
,,,,,7,426,,,,,,,,,,,,,,,,,,,,
,,,,,4,300,,,,,,,,,,,,,,,,,,,,
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,
,,,,,8,199,,,,,,,,,,,,,,,,,,,,
,,,,,3,588,,,,,,,,,,,,,,,,,,,,
,6,8,484,6,7,1192,,,,526.185,526.525,525.396,525.616,NA,NA,525.616,525.785,NA,NA,496.271,496.722,477.359,496.271,496.722,497.17,
,,,,,6,985,,,,,,,,,,,,,,497.171,497.667,,,520.943,521.999,
,,,,,8,301,,,,,,,,,,,,,,502.611,503.461,,,523.109,523.422,
,,,,,2,312,,,,,,,,,,,,,,511.857,515.088,,,525.345,525.381,
,,,,,4,510,,,,,,,,,,,,,,515.093,516.018,,,,,
,,,,,5,30,,,,,,,,,,,,,,522.023,523.109,,,,,
,,,,,3,152,,,,,,,,,,,,,,523.422,524.093,,,,,
,,,,,1,1004,,,,,,,,,,,,,,524.556,524.973,,,,,
,,,,,,,,,,,,,,,,,,,,525.006,525.322,,,,,
,7,8,537,8,6,860,,,,552.792,561.146,NA,NA,552.21,552.792,575.876,576.367,583.867,584.188,542.236,543.774,NA,NA,576.367,580.741,
,,,,,3,734,,,,566.106,566.112,,,561.177,561.198,,,,,551.09,552.209,,,581.522,583.584,
,,,,,1,739,,,,566.916,568.052,,,,,,,,,,,,,,,
,,,,,4,1012,,,,571.414,574.316,,,,,,,,,,,,,,,
,,,,,8,2848,,,,574.324,574.617,,,,,,,,,,,,,,,
,,,,,7,195,,,,574.879,575.876,,,,,,,,,,,,,,,
,,,,,2,302,,,,,,,,,,,,,,,,,,,,
,,,,,5,532,,,,,,,,,,,,,,,,,,,,
,8,8,595,2,7,108,,,,602.076,607.45,608.767,617.013,NA,NA,619.878,620.283,595.368,596.77,NA,NA,NA,NA,619.066,619.878,
,,,,,5,542,,,,,,617.035,617.402,,,,,,,,,,,,,
,,,,,1,835,,,,,,617.78,619.066,,,,,,,,,,,,,
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,
,,,,,3,105,,,,,,,,,,,,,,,,,,,,
,,,,,6,333,,,,,,,,,,,,,,,,,,,,
,9,8,632,2,6,1283,,,,653.73,657.632,669.897,675.383,677.212,677.268,677.553,678.262,678.262,678.962,630.365,632.583,NA,NA,636.699,648.931,
,,,,,8,1578,,,,667.897,669.897,675.406,675.699,,,,,,,634.244,635.698,,,,,
,,,,,1,708,,,,,,676.384,676.684,,,,,,,,,,,,,
,,,,,2,1394,,,,,,676.7,677.212,,,,,,,,,,,,,
,,,,,3,435,,,,,,,,,,,,,,,,,,,,
,,,,,7,381,,,,,,,,,,,,,,,,,,,,
,,,,,4,826,,,,,,,,,,,,,,,,,,,,
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,
,10,8,690,2,2,421,,,,704.578,707.961,687.54,690.112,NA,NA,699.628,704.578,NA,NA,NA,NA,699.181,699.628,697.077,699.18,
,,,,,5,179,,,,,,692.508,695.182,,,,,,,,,,,,,
,,,,,8,110,,,,,,695.268,695.512,,,,,,,,,,,,,
,,,,,3,469,,,,,,695.766,695.805,,,,,,,,,,,,,
,,,,,7,238,,,,,,695.881,696.085,,,,,,,,,,,,,
,,,,,4,516,,,,,,696.476,697.077,,,,,,,,,,,,,
,,,,,6,184,,,,,,,,,,,,,,,,,,,,
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,
159,1,8,0,1,5,451,847,ordered by score,,154.709,154.733,154.645,154.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A3UEJQ4EJB9DBD
,,,,,7,229,,,,155.291,155.66,,,,,,,,,,,,,,,
,,,,,1,219,,,,155.835,156.003,,,,,,,,,,,,,,,
,,,,,2,203,,,,,,,,,,,,,,,,,,,,
,,,,,8,403,,,,,,,,,,,,,,,,,,,,
,,,,,4,1225,,,,,,,,,,,,,,,,,,,,
,,,,,6,298,,,,,,,,,,,,,,,,,,,,
,,,,,3,205,,,,,,,,,,,,,,,,,,,,
,2,8,162,5,1,753,,,,NA,NA,NA,NA,NA,NA,NA,NA,274.612,275.379,NA,NA,NA,NA,NA,NA,
,,,,,5,919,,,,,,,,,,,,285.788,285.891,,,,,,,
,,,,,8,330,,,,,,,,,,,,286.172,286.252,,,,,,,
,,,,,6,1265,,,,,,,,,,,,286.477,287.396,,,,,,,
,,,,,3,1347,,,,,,,,,,,,287.404,287.436,,,,,,,
,,,,,4,204,,,,,,,,,,,,,,,,,,,,
,,,,,2,439,,,,,,,,,,,,,,,,,,,,
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,
,3,8,293,1,6,482,,,,339.915,340.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,3,280,,,,340.708,341.299,,,,,,,,,,,,,,,
,,,,,2,139,,,,,,,,,,,,,,,,,,,,
,,,,,4,171,,,,,,,,,,,,,,,,,,,,
,,,,,5,260,,,,,,,,,,,,,,,,,,,,
,,,,,7,492,,,,,,,,,,,,,,,,,,,,
,,,,,8,176,,,,,,,,,,,,,,,,,,,,
,,,,,1,168,,,,,,,,,,,,,,,,,,,,
,4,8,346,4,1,1490,,,,NA,NA,NA,NA,NA,NA,394.46,394.501,NA,NA,NA,NA,399.725,399.756,NA,NA,
,,,,,3,466,,,,,,,,,,394.756,395.531,,,,,,,,,
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,
,,,,,8,131,,,,,,,,,,,,,,,,,,,,
,,,,,2,149,,,,,,,,,,,,,,,,,,,,
,,,,,4,262,,,,,,,,,,,,,,,,,,,,
,,,,,6,3146,,,,,,,,,,,,,,,,,,,,
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,
,5,8,402,8,1,177,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.061,482.076,
,,,,,2,211,,,,,,,,,,,,,,,,,,482.219,482.42,
,,,,,8,199,,,,,,,,,,,,,,,,,,482.584,483.139,
,,,,,3,588,,,,,,,,,,,,,,,,,,,,
,,,,,6,325,,,,,,,,,,,,,,,,,,,,
,,,,,4,300,,,,,,,,,,,,,,,,,,,,
,,,,,7,426,,,,,,,,,,,,,,,,,,,,
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,
,6,8,488,8,1,1004,,,,493.34,494.141,508.416,509.879,NA,NA,510.932,516.098,NA,NA,507.466,508.415,509.879,510.931,518.914,526.003,
,,,,,6,985,,,,503.265,507.465,,,,,,,,,,,,,526.524,527.06,
,,,,,2,312,,,,,,,,,,,,,,,,,,,,
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,
,,,,,5,30,,,,,,,,,,,,,,,,,,,,
,,,,,4,510,,,,,,,,,,,,,,,,,,,,
,,,,,8,301,,,,,,,,,,,,,,,,,,,,
,,,,,3,152,,,,,,,,,,,,,,,,,,,,
,7,8,531,2,8,2848,,,,579.027,584.36,591.828,592.125,554.796,564.711,564.712,571.094,587.194,588.61,584.361,587.193,549.529,554.795,546.029,549.529,
,,,,,7,195,,,,589.16,591.226,592.221,593.195,,,591.692,591.764,594.852,594.932,588.61,589.159,,,,,
,,,,,3,734,,,,593.432,593.449,,,,,,,,,,,,,,,
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,
,,,,,2,302,,,,,,,,,,,,,,,,,,,,
,,,,,1,739,,,,,,,,,,,,,,,,,,,,
,,,,,6,860,,,,,,,,,,,,,,,,,,,,
,,,,,5,532,,,,,,,,,,,,,,,,,,,,
,8,8,597,2,6,333,,,,630.09,633.757,639.407,641.78,NA,NA,646.988,647.253,633.757,637.156,NA,NA,NA,NA,637.157,639.406,
,,,,,1,835,,,,,,,,,,,,,,,,,,,,
,,,,,5,542,,,,,,,,,,,,,,,,,,,,
,,,,,3,105,,,,,,,,,,,,,,,,,,,,
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,
,,,,,7,108,,,,,,,,,,,,,,,,,,,,
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,
,9,8,650,3,8,1578,,,,707.286,711.535,747.636,747.669,742.916,743.445,706.519,707.285,701.955,706.519,NA,NA,711.536,713.669,713.671,715.385,
,,,,,7,381,,,,718.337,719.866,,,743.661,744.139,719.866,724.567,724.567,727.043,,,718.069,718.336,717.151,718.069,
,,,,,1,708,,,,,,,,,,,,727.076,728.204,,,,,,,
,,,,,4,826,,,,,,,,,,,,729.134,729.979,,,,,,,
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,
,,,,,3,435,,,,,,,,,,,,,,,,,,,,
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,
,10,8,750,1,1,1713,,,,764.014,765.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,421,,,,831.524,837.711,,,,,,,,,,,,,,,
,,,,,5,179,,,,838.171,839.235,,,,,,,,,,,,,,,
,,,,,3,469,,,,,,,,,,,,,,,,,,,,
,,,,,6,184,,,,,,,,,,,,,,,,,,,,
,,,,,7,238,,,,,,,,,,,,,,,,,,,,
,,,,,4,516,,,,,,,,,,,,,,,,,,,,
,,,,,8,110,,,,,,,,,,,,,,,,,,,,
160,1,8,0,5,4,1225,134,ordered by score,,8.485,8.724,17.99,17.998,9.108,9.725,3.554,4.43,6.598,7.875,6.19,6.238,6.238,6.254,8.724,9.108,A30N5H4N4C22N8
,,,,,6,298,,,,9.725,10.092,,,18.396,18.782,4.677,6.19,17.475,17.751,10.092,10.508,,,18.094,18.396,
,,,,,7,229,,,,17.751,17.99,,,,,10.508,12.124,,,16.458,17.475,,,,,
,,,,,5,451,,,,,,,,,,15.425,16.458,,,,,,,,,
,,,,,1,219,,,,,,,,,,,,,,,,,,,,
,,,,,2,203,,,,,,,,,,,,,,,,,,,,
,,,,,8,403,,,,,,,,,,,,,,,,,,,,
,,,,,3,205,,,,,,,,,,,,,,,,,,,,
,2,8,22,1,3,1347,,,,24.444,24.934,NA,NA,23.585,24.065,NA,NA,26.525,26.875,25.413,26.146,26.875,27.043,26.146,26.524,
