Experiment #,Question #,Number of Answers,Start Date/Seconds After Start Date,Answer Chosen,Answer Order,Total Experiment Time (Seconds),How Answers/Scores Ordered,Number of Characters in Each Answer,IP Address [Removed],Time Mouse Scrolled Over Answer 1 (Seconds After Start Time),Time Mouse Moved Away From Answer 1 (Seconds After Start Time),Time Mouse Scrolled Over Answer 2 (Seconds After Start Time),Time Mouse Moved Away From Answer 2 (Seconds After Start Time),Time Mouse Scrolled Over Answer 3 (Seconds After Start Time),Time Mouse Moved Away From Answer 3 (Seconds After Start Time),Time Mouse Scrolled Over Answer 4 (Seconds After Start Time),Time Mouse Moved Away From Answer 4 (Seconds After Start Time),Time Mouse Scrolled Over Answer 5 (Seconds After Start Time),Time Mouse Moved Away From Answer 5 (Seconds After Start Time),Time Mouse Scrolled Over Answer 6 (Seconds After Start Time),Time Mouse Moved Away From Answer 6 (Seconds After Start Time),Time Mouse Scrolled Over Answer 7 (Seconds After Start Time),Time Mouse Moved Away From Answer 7 (Seconds After Start Time),Time Mouse Scrolled Over Answer 8 (Seconds After Start Time),Time Mouse Moved Away From Answer 8 (Seconds After Start Time),Amazon Worker ID,Score
,5,2,135,1,1,,Random Score,177,,143.546,143.554,144.738,147.47,,,,,,,,,,,,,,3
,,,,,2,,,211,,149.119,149.42,149.454,149.505,,,,,,,,,,,,,,0
,,,,,,,,,,150.421,151.337,150.304,150.337,,,,,,,,,,,,,,
,,,,,,,,,,,,151.37,151.387,,,,,,,,,,,,,,
,6,2,157,2,1,,Random Score,1004,,158.754,163.562,164.335,164.837,,,,,,,,,,,,,,1
,,,,,2,,,312,,,,165.019,165.219,,,,,,,,,,,,,,6
,,,,,,,,,,,,165.747,166.802,,,,,,,,,,,,,,
,7,8,169,4,4,,Random Score,1012,,185.485,185.802,179.903,181.17,,,174.852,178.688,182.185,183.252,184.102,184.435,185.25,185.485,184.435,185.249,,19
,,,,,2,,,302,,,,,,,,178.818,179.852,,,,,,,,,,18
,,,,,5,,,532,,,,,,,,,,,,,,,,,,,13
,,,,,3,,,734,,,,,,,,,,,,,,,,,,,14
,,,,,6,,,860,,,,,,,,,,,,,,,,,,,7
,,,,,8,,,2848,,,,,,,,,,,,,,,,,,,21
,,,,,7,,,195,,,,,,,,,,,,,,,,,,,4
,,,,,1,,,739,,,,,,,,,,,,,,,,,,,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,2,188,2,2,,Random Score,4415,,205.151,205.301,202.546,205.151,,,,,,,,,,,,,,61
,,,,,1,,,835,,209.167,209.402,205.319,207.433,,,,,,,,,,,,,,88
,,,,,,,,,,,,207.717,207.903,,,,,,,,,,,,,,
,,,,,,,,,,,,207.969,209.167,,,,,,,,,,,,,,
,9,2,212,2,1,,Random Score,708,,240.371,241.5,241.5,244.267,,,,,,,,,,,,,,67
,,,,,2,,,1394,,,,,,,,,,,,,,,,,,,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,8,246,4,6,,Random Score,184,,264,264.966,,,,,263.409,263.666,264.966,265.334,257.359,259.45,259.45,261.732,263.966,263.983,,18
,,,,,7,,,238,,,,,,,,263.799,263.949,,,,,,,,,,4
,,,,,4,,,516,,,,,,,,,,,,,,,,,,,5
,,,,,8,,,110,,,,,,,,,,,,,,,,,,,13
,,,,,1,,,1713,,,,,,,,,,,,,,,,,,,1
,,,,,5,,,179,,,,,,,,,,,,,,,,,,,7
,,,,,2,,,421,,,,,,,,,,,,,,,,,,,0
,,,,,3,,,469,,,,,,,,,,,,,,,,,,,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1,8,0,3,7,318,Random Score,229,,36.846,37.269,25.75,26.22,47.808,47.879,43.048,43.237,47.515,47.773,24.962,25.609,12.861,13.144,44.039,47.514,A1U6AMLVPVTPNQ,13
,,,,,6,,,298,,37.563,40.681,26.503,31.668,48.139,48.149,43.805,44.039,51.019,51.173,,,18.359,19.595,,,,18
,,,,,2,,,203,,40.811,41.022,35.209,36.339,48.161,48.796,,,51.744,51.814,,,,,,,,13
,,,,,1,,,219,,41.399,43.025,,,49.103,49.327,,,55.739,55.845,,,,,,,,20
,,,,,4,,,1225,,43.366,43.805,,,49.526,49.564,,,,,,,,,,,,18
,,,,,8,,,403,,,,,,49.797,49.843,,,,,,,,,,,,20
,,,,,3,,,205,,,,,,50.09,50.869,,,,,,,,,,,,9
,,,,,5,,,451,,,,,,50.937,50.984,,,,,,,,,,,,4
,,,,,,,,,,,,,,51.85,51.861,,,,,,,,,,,,
,,,,,,,,,,,,,,52.238,52.309,,,,,,,,,,,,
,,,,,,,,,,,,,,52.379,55.621,,,,,,,,,,,,
,,,,,,,,,,,,,,55.634,55.714,,,,,,,,,,,,
,2,2,55,2,2,,Random Score,439,,81.504,81.542,83.049,83.366,,,,,,,,,,,,,,81
,,,,,1,,,753,,82.001,82.615,85.438,85.925,,,,,,,,,,,,,,22
,,,,,,,,,,86.055,86.455,85.984,86.019,,,,,,,,,,,,,,
,3,8,87,1,2,,Random Score,139,,119.907,119.919,90.838,90.862,113.037,114.836,90.802,90.827,90.627,90.792,124.456,124.479,120.295,120.495,108.26,108.36,,24
,,,,,4,,,171,,120.683,123.536,98.215,98.275,114.912,115.142,104.885,105.034,105.319,105.366,,,124.702,124.831,108.583,108.891,,19
,,,,,5,,,260,,124.551,124.667,98.533,99.004,115.848,119.907,123.648,123.843,105.543,108.26,,,,,109.324,109.677,,20
,,,,,8,,,176,,,,99.627,102.398,123.536,123.548,124.219,124.367,123.571,123.596,,,,,109.995,112.033,,23
,,,,,3,,,280,,,,102.434,102.444,124.431,124.456,,,124.378,124.399,,,,,112.601,112.637,,25
,,,,,6,,,482,,,,102.811,104.885,,,,,,,,,,,123.548,123.561,,2
,,,,,1,,,168,,,,,,,,,,,,,,,,124.399,124.408,,18
,,,,,7,,,492,,,,,,,,,,,,,,,,124.412,124.431,,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,124,8,4,,Random Score,262,,157.483,158.172,160.072,160.084,164.257,164.339,148.791,150.144,156.586,156.681,158.79,160.061,158.172,158.79,150.715,150.942,,13
,,,,,8,,,131,,,,160.416,160.628,,,150.473,150.715,,,161.934,162.182,,,151.355,153.149,,1
,,,,,5,,,1528,,,,161.463,161.817,,,,,,,163.451,164.234,,,153.171,153.674,,22
,,,,,1,,,1490,,,,163.028,163.416,,,,,,,,,,,153.864,155.809,,10
,,,,,7,,,2010,,,,,,,,,,,,,,,,155.987,156.586,,9
,,,,,2,,,149,,,,,,,,,,,,,,,,,,,1
,,,,,6,,,3146,,,,,,,,,,,,,,,,,,,2
,,,,,3,,,466,,,,,,,,,,,,,,,,,,,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,2,164,2,1,,Random Score,177,,176.005,176.04,181.616,181.652,,,,,,,,,,,,,,28
,,,,,2,,,211,,176.24,176.322,181.923,186.374,,,,,,,,,,,,,,85
,,,,,,,,,,176.675,176.888,,,,,,,,,,,,,,,,
,,,,,,,,,,178.004,181.487,,,,,,,,,,,,,,,,
,6,2,185,1,2,,Random Score,312,,197.937,198.139,192.215,193.002,,,,,,,,,,,,,,57
,,,,,1,,,1004,,198.338,199.052,196.207,196.679,,,,,,,,,,,,,,61
,,,,,,,,,,,,197.819,197.901,,,,,,,,,,,,,,
,7,2,198,2,2,,Random Score,302,,217.904,218.198,211.153,211.459,,,,,,,,,,,,,,31
,,,,,1,,,739,,,,211.67,212.764,,,,,,,,,,,,,,88
,,,,,,,,,,,,212.988,213.141,,,,,,,,,,,,,,
,,,,,,,,,,,,213.459,213.682,,,,,,,,,,,,,,
,,,,,,,,,,,,213.79,214.094,,,,,,,,,,,,,,
,,,,,,,,,,,,214.199,217.479,,,,,,,,,,,,,,
,8,8,218,5,5,,Random Score,542,,241.128,241.611,240.14,241.06,241.658,241.683,241.083,241.117,222.489,222.652,241.753,241.952,,,235.154,235.46,,22
,,,,,8,,,1027,,,,,,,,,,227.889,231.299,,,,,238.971,240.14,,18
,,,,,2,,,4415,,,,,,,,,,235.117,235.13,,,,,,,,12
,,,,,4,,,1531,,,,,,,,,,235.483,238.936,,,,,,,,6
,,,,,7,,,108,,,,,,,,,,,,,,,,,,,2
,,,,,1,,,835,,,,,,,,,,,,,,,,,,,10
,,,,,3,,,105,,,,,,,,,,,,,,,,,,,0
,,,,,6,,,333,,,,,,,,,,,,,,,,,,,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,8,242,5,5,,Random Score,2005,,272.161,272.42,278.196,278.585,278.608,278.715,270.044,270.385,246.327,246.558,269.412,269.56,263.044,269.412,273.626,275.428,,1
,,,,,7,,,381,,272.702,273.613,,,,,270.608,271.902,257.1,263.044,269.854,270.044,,,277.831,278.185,,25
,,,,,6,,,1283,,275.432,275.455,,,,,272.102,272.125,275.911,277.761,275.659,275.911,,,,,,19
,,,,,4,,,826,,277.82,277.831,,,,,275.455,275.499,,,277.761,277.797,,,,,,14
,,,,,1,,,708,,,,,,,,277.797,277.82,,,,,,,,,,15
,,,,,8,,,1578,,,,,,,,,,,,,,,,,,,11
,,,,,2,,,1394,,,,,,,,,,,,,,,,,,,10
,,,,,3,,,435,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,8,279,6,8,,Random Score,110,,301.511,305.174,282.361,282.944,310.135,311.363,299.098,300.451,315.949,315.996,315.89,315.925,312.128,315.866,282.956,282.991,,20
,,,,,2,,,421,,307.798,307.818,298.4,298.993,311.492,311.916,307.832,307.873,316.02,316.114,316.22,316.243,,,290.686,298.4,,17
,,,,,4,,,516,,309.192,310.135,307.89,307.914,,,,,317.575,317.881,316.694,317.209,,,307.924,309.192,,18
,,,,,1,,,1713,,,,,,,,,,,,,,,,,,,25
,,,,,3,,,469,,,,,,,,,,,,,,,,,,,10
,,,,,7,,,238,,,,,,,,,,,,,,,,,,,5
,,,,,6,,,184,,,,,,,,,,,,,,,,,,,18
,,,,,5,,,179,,,,,,,,,,,,,,,,,,,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1,8,0,7,5,342,Random Score,451,,,,16.232,16.533,12.249,13.132,13.132,13.849,-8.528,-6.062,15.45,16.199,2.361,3.742,13.849,15.45,AF09UGIC6B81Y,2
,,,,,1,,,219,,,,,,,,,,-2.525,2.361,,,9.097,10.556,,,,23
,,,,,7,,,229,,,,,,,,,,,,,,10.73,10.88,,,,22
,,,,,3,,,205,,,,,,,,,,,,,,,,,,,11
,,,,,4,,,1225,,,,,,,,,,,,,,,,,,,13
,,,,,8,,,403,,,,,,,,,,,,,,,,,,,9
,,,,,6,,,298,,,,,,,,,,,,,,,,,,,11
,,,,,2,,,203,,,,,,,,,,,,,,,,,,,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,8,32,4,7,,Random Score,1203,,44.591,44.629,,,,,44.913,53.032,67.739,71.006,63.655,66.022,,,,,,3
,,,,,3,,,1347,,,,,,,,,,,,,,,,,,,14
,,,,,2,,,439,,,,,,,,,,,,,,,,,,,15
,,,,,1,,,753,,,,,,,,,,,,,,,,,,,1
,,,,,4,,,204,,,,,,,,,,,,,,,,,,,14
,,,,,6,,,1265,,,,,,,,,,,,,,,,,,,12
,,,,,8,,,330,,,,,,,,,,,,,,,,,,,9
,,,,,5,,,919,,,,,,,,,,,,,,,,,,,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,87,2,2,,Random Score,139,,107.707,107.774,96.369,107.64,,,,,,,,,,,,,,51
,,,,,1,,,168,,,,,,,,,,,,,,,,,,,75
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,123,4,8,,Random Score,131,,146.391,148.925,116.979,129.418,130.585,137.587,137.587,137.686,149.775,150.409,152.627,160.397,150.41,152.627,,,,12
,,,,,2,,,149,,,,,,,,143.406,144.156,,,,,,,,,,4
,,,,,3,,,466,,,,,,,,144.723,146.39,,,,,,,,,,3
,,,,,4,,,262,,,,,,,,,,,,,,,,,,,4
,,,,,1,,,1490,,,,,,,,,,,,,,,,,,,25
,,,,,5,,,1528,,,,,,,,,,,,,,,,,,,11
,,,,,7,,,2010,,,,,,,,,,,,,,,,,,,14
,,,,,6,,,3146,,,,,,,,,,,,,,,,,,,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,8,176,2,8,,Random Score,199,,184.842,185.526,178.305,178.84,186.009,186.559,178.84,181.158,173.421,178.305,170.351,173.421,,,,,,24
,,,,,6,,,325,,,,181.623,184.624,,,184.624,184.842,,,,,,,,,,13
,,,,,5,,,4414,,,,,,,,,,,,,,,,,,,16
,,,,,2,,,211,,,,,,,,,,,,,,,,,,,9
,,,,,4,,,300,,,,,,,,,,,,,,,,,,,12
,,,,,1,,,177,,,,,,,,,,,,,,,,,,,11
,,,,,7,,,426,,,,,,,,,,,,,,,,,,,11
,,,,,3,,,588,,,,,,,,,,,,,,,,,,,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,8,202,2,6,,Random Score,985,,203.667,204.651,195.494,195.629,195.962,198.081,203.002,203.666,,,,,201.8,202.717,202.733,202.766,,24
,,,,,2,,,312,,,,198.147,198.231,,,,,,,,,,,,,,19
,,,,,3,,,152,,,,198.533,200.916,,,,,,,,,,,,,,4
,,,,,7,,,1192,,,,201.265,201.799,,,,,,,,,,,,,,18
,,,,,8,,,301,,,,,,,,,,,,,,,,,,,24
,,,,,4,,,510,,,,,,,,,,,,,,,,,,,19
,,,,,5,,,30,,,,,,,,,,,,,,,,,,,15
,,,,,1,,,1004,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,2,221,2,2,,Random Score,302,,219.836,220.992,216.858,217.007,,,,,,,,,,,,,,93
,,,,,1,,,739,,,,218.291,219.141,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,2,237,2,1,,Random Score,835,,239.334,240.335,240.335,253.09,,,,,,,,,,,,,,4
,,,,,2,,,4415,,,,253.504,258.207,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,8,273,3,4,,Random Score,826,,284.153,296.877,306.515,307.247,297.694,298.609,274.215,277.618,280.103,282.721,305.447,306.514,304.896,305.447,299.375,303.68,,12
,,,,,5,,,2005,,,,,,299.094,299.375,277.651,278.485,,,,,,,,,,10
,,,,,1,,,708,,,,,,,,,,,,,,,,,,,7
,,,,,3,,,435,,,,,,,,,,,,,,,,,,,5
,,,,,8,,,1578,,,,,,,,,,,,,,,,,,,18
,,,,,7,,,381,,,,,,,,,,,,,,,,,,,16
,,,,,6,,,1283,,,,,,,,,,,,,,,,,,,25
,,,,,2,,,1394,,,,,,,,,,,,,,,,,,,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,8,323,4,1,,Random Score,1713,,316.802,320.036,322.838,323.271,322.371,322.703,320.966,321.312,323.272,323.821,324.238,324.487,,,,,,0
,,,,,4,,,516,,,,,,,,321.536,321.553,,,,,,,,,,6
,,,,,3,,,469,,,,,,,,,,,,,,,,,,,6
,,,,,2,,,421,,,,,,,,,,,,,,,,,,,23
,,,,,5,,,179,,,,,,,,,,,,,,,,,,,11
,,,,,8,,,110,,,,,,,,,,,,,,,,,,,5
,,,,,7,,,238,,,,,,,,,,,,,,,,,,,22
,,,,,6,,,184,,,,,,,,,,,,,,,,,,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1,2,0,1,1,658,Random Score,219,,10.793,12.76,21.209,22.292,,,,,,,,,,,,,AIOOOO5OXWXKM,57
,,,,,2,,,203,,20.775,21.142,27.709,27.825,,,,,,,,,,,,,,37
,,,,,,,,,,22.375,22.526,27.892,31.292,,,,,,,,,,,,,,
,,,,,,,,,,26.294,27.592,,,,,,,,,,,,,,,,
,2,2,34,2,1,,Random Score,753,,35.173,35.292,71.29,75.54,,,,,,,,,,,,,,0
,,,,,2,,,439,,64.94,71.057,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,77,1,1,,Random Score,168,,87.491,91.928,99.423,100.006,,,,,,,,,,,,,,29
,,,,,2,,,139,,95.556,98.606,,,,,,,,,,,,,,,,68
,,,,,,,,,,98.74,99.339,,,,,,,,,,,,,,,,
,4,8,107,5,1,,Random Score,1490,,125.839,129.589,,,202.537,204.086,204.086,205.569,215.703,220.235,151.787,167.303,183.702,197.086,226.001,226.135,,0
,,,,,6,,,3146,,130.605,138.788,,,,,207.403,213.735,220.902,222.034,169.237,170.97,,,,,,17
,,,,,7,,,2010,,138.938,147.671,,,,,,,223.435,225.484,181.37,181.736,,,,,,2
,,,,,3,,,466,,167.637,169.237,,,,,,,,,,,,,,,,19
,,,,,4,,,262,,,,,,,,,,,,,,,,,,,17
,,,,,2,,,149,,,,,,,,,,,,,,,,,,,24
,,,,,5,,,1528,,,,,,,,,,,,,,,,,,,25
,,,,,8,,,131,,,,,,,,,,,,,,,,,,,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,8,235,1,7,,Random Score,426,,273.583,277.499,282.599,283.349,290.348,297.133,279.083,282.532,310.381,328.214,301.814,302.298,235.965,239,262.5,273.583,,22
,,,,,8,,,199,,277.866,278.602,283.615,290.348,298.582,301.814,,,,,304.315,304.848,245.65,262.5,,,,15
,,,,,1,,,177,,278.682,279.032,,,302.465,302.815,,,,,305.831,305.914,,,,,,13
,,,,,4,,,300,,,,,,303.481,303.981,,,,,306.565,306.831,,,,,,12
,,,,,2,,,211,,,,,,,,,,,,307.348,310.381,,,,,,18
,,,,,3,,,588,,,,,,,,,,,,,,,,,,,7
,,,,,6,,,325,,,,,,,,,,,,,,,,,,,1
,,,,,5,,,4414,,,,,,,,,,,,,,,,,,,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,8,331,6,5,,Random Score,30,,331.666,332.23,,,390.745,391.728,404.477,404.527,332.796,332.813,368.412,373.879,392.778,404.444,384.678,386.062,,15
,,,,,1,,,1004,,348.03,367.462,,,,,,,,,374.061,384.478,,,,,,8
,,,,,6,,,985,,,,,,,,,,,,,,,,,,,21
,,,,,8,,,301,,,,,,,,,,,,,,,,,,,24
,,,,,2,,,312,,,,,,,,,,,,,,,,,,,13
,,,,,3,,,152,,,,,,,,,,,,,,,,,,,22
,,,,,7,,,1192,,,,,,,,,,,,,,,,,,,24
,,,,,4,,,510,,,,,,,,,,,,,,,,,,,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,2,407,2,1,,Random Score,739,,456.942,457.825,457.858,457.996,,,,,,,,,,,,,,95
,,,,,2,,,302,,,,458.275,458.659,,,,,,,,,,,,,,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,2,465,2,2,,Random Score,4415,,504.807,528.939,493.124,504.807,,,,,,,,,,,,,,50
,,,,,1,,,835,,532.939,533.488,528.967,530.639,,,,,,,,,,,,,,76
,,,,,,,,,,,,531.139,532.939,,,,,,,,,,,,,,
,9,2,535,2,2,,Random Score,1394,,563.971,575.72,536.807,536.838,,,,,,,,,,,,,,38
,,,,,1,,,708,,577.603,577.703,548.221,563.638,,,,,,,,,,,,,,39
,,,,,,,,,,,,575.72,576.203,,,,,,,,,,,,,,
,,,,,,,,,,,,576.904,577.487,,,,,,,,,,,,,,
,10,8,583,3,2,,Random Score,421,,603.135,617.869,598.103,599.002,642.934,648.45,621.568,625.835,629.999,636.318,637.718,637.801,626.051,626.801,649.4,650.9,,9
,,,,,1,,,1713,,,,600.286,602.566,648.684,649.25,,,,,637.851,642.934,,,,,,6
,,,,,4,,,516,,,,,,,,,,,,,,,,,,,9
,,,,,7,,,238,,,,,,,,,,,,,,,,,,,2
,,,,,5,,,179,,,,,,,,,,,,,,,,,,,15
,,,,,6,,,184,,,,,,,,,,,,,,,,,,,9
,,,,,3,,,469,,,,,,,,,,,,,,,,,,,25
,,,,,8,,,110,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1,2,0,1,2,542,Random Score,203,,-0.869,1.005,-8.468,-5.311,,,,,,,,,,,,,ABSTVXSZIJGN5,35
,,,,,1,,,219,,1.281,2.209,-2.015,-0.869,,,,,,,,,,,,,,17
,,,,,,,,,,22.505,26.273,17.481,19.681,,,,,,,,,,,,,,
,,,,,,,,,,26.544,26.913,,,,,,,,,,,,,,,,
,2,2,41,1,1,,Random Score,753,,52.361,52.479,,,,,,,,,,,,,,,,35
,,,,,2,,,439,,52.624,52.928,,,,,,,,,,,,,,,,24
,,,,,,,,,,53.696,54.144,,,,,,,,,,,,,,,,
,3,8,68,4,4,,Random Score,171,,65.208,65.224,65.256,65.328,65.608,65.936,58.696,58.904,64.648,64.872,64.921,65.17,65.472,65.554,58.656,58.664,,10
,,,,,8,,,176,,,,,,,,58.96,60.015,,,,,,,63.751,63.823,,18
,,,,,5,,,260,,,,,,,,60.072,60.952,,,,,,,64.543,64.635,,6
,,,,,6,,,482,,,,,,,,,,,,,,,,,,,17
,,,,,1,,,168,,,,,,,,,,,,,,,,,,,10
,,,,,2,,,139,,,,,,,,,,,,,,,,,,,24
,,,,,7,,,492,,,,,,,,,,,,,,,,,,,21
,,,,,3,,,280,,,,,,,,,,,,,,,,,,,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,80,1,3,,Random Score,466,,72.203,73.33,,,72.143,72.168,83.791,84.087,,,83.727,83.783,,,,,,6
,,,,,1,,,1490,,81.223,81.991,,,,,,,,,,,,,,,,0
,,,,,2,,,149,,,,,,,,,,,,,,,,,,,1
,,,,,7,,,2010,,,,,,,,,,,,,,,,,,,6
,,,,,8,,,131,,,,,,,,,,,,,,,,,,,23
,,,,,5,,,1528,,,,,,,,,,,,,,,,,,,24
,,,,,6,,,3146,,,,,,,,,,,,,,,,,,,2
,,,,,4,,,262,,,,,,,,,,,,,,,,,,,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,8,98,1,6,,Random Score,325,,93.423,94.511,,,,,,,,,,,,,,,,4
,,,,,7,,,426,,,,,,,,,,,,,,,,,,,23
,,,,,3,,,588,,,,,,,,,,,,,,,,,,,16
,,,,,2,,,211,,,,,,,,,,,,,,,,,,,14
,,,,,4,,,300,,,,,,,,,,,,,,,,,,,25
,,,,,8,,,199,,,,,,,,,,,,,,,,,,,11
,,,,,5,,,4414,,,,,,,,,,,,,,,,,,,5
,,,,,1,,,177,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,8,108,2,3,,Random Score,152,,,,144.973,146.608,,,,,,,,,144.837,144.869,139.949,140.286,,23
,,,,,8,,,301,,,,146.677,146.758,,,,,,,,,,,,,,0
,,,,,6,,,985,,,,,,,,,,,,,,,,,,,25
,,,,,5,,,30,,,,,,,,,,,,,,,,,,,5
,,,,,1,,,1004,,,,,,,,,,,,,,,,,,,21
,,,,,4,,,510,,,,,,,,,,,,,,,,,,,1
,,,,,7,,,1192,,,,,,,,,,,,,,,,,,,7
,,,,,2,,,312,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,2,160,2,1,,Random Score,739,,466.061,466.669,466.741,467.245,,,,,,,,,,,,,,17
,,,,,2,,,302,,470.849,471.037,467.637,468.125,,,,,,,,,,,,,,93
,,,,,,,,,,,,471.405,472.485,,,,,,,,,,,,,,
,8,2,492,1,2,,Random Score,4415,,486.588,487.78,,,,,,,,,,,,,,,,60
,,,,,1,,,835,,487.796,488.22,,,,,,,,,,,,,,,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,2,511,1,1,,Random Score,708,,511.548,514.219,514.356,514.404,,,,,,,,,,,,,,78
,,,,,2,,,1394,,,,,,,,,,,,,,,,,,,84
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,2,533,2,2,,Random Score,421,,,,525.763,527.285,,,,,,,,,,,,,,15
,,,,,1,,,1713,,,,,,,,,,,,,,,,,,,75
,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1,2,0,2,2,776,Random Score,203,,42.421,43.439,16.509,17.191,,,,,,,,,,,,,A2ALA9DP7EYFAP,80
,,,,,1,,,219,,57.556,57.925,57.973,59.633,,,,,,,,,,,,,,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,8,63,4,3,,Random Score,1347,,,,,,,,170.936,171.436,,,171.503,171.752,,,,,,9
,,,,,5,,,919,,,,,,,,171.851,172.985,,,,,,,,,,22
,,,,,1,,,753,,,,,,,,173.147,174.033,,,,,,,,,,10
,,,,,7,,,1203,,,,,,,,,,,,,,,,,,,4
,,,,,8,,,330,,,,,,,,,,,,,,,,,,,19
,,,,,2,,,439,,,,,,,,,,,,,,,,,,,16
,,,,,6,,,1265,,,,,,,,,,,,,,,,,,,24
,,,,,4,,,204,,,,,,,,,,,,,,,,,,,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,8,177,6,1,,Random Score,168,,,,,,,,,,,,247.791,248.032,,,,,,24
,,,,,8,,,176,,,,,,,,,,,,248.181,248.713,,,,,,25
,,,,,7,,,492,,,,,,,,,,,,248.78,248.83,,,,,,22
,,,,,6,,,482,,,,,,,,,,,,249.28,250.239,,,,,,3
,,,,,4,,,171,,,,,,,,,,,,,,,,,,,4
,,,,,5,,,260,,,,,,,,,,,,,,,,,,,9
,,,,,3,,,280,,,,,,,,,,,,,,,,,,,25
,,,,,2,,,139,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,256,7,3,,Random Score,466,,,,,,,,,,,,,,359.777,361.24,,,,2
,,,,,1,,,1490,,,,,,,,,,,,,,,,,,,12
,,,,,7,,,2010,,,,,,,,,,,,,,,,,,,1
,,,,,6,,,3146,,,,,,,,,,,,,,,,,,,25
,,,,,4,,,262,,,,,,,,,,,,,,,,,,,22
,,,,,8,,,131,,,,,,,,,,,,,,,,,,,9
,,,,,5,,,1528,,,,,,,,,,,,,,,,,,,5
,,,,,2,,,149,,,,,,,,,,,,,,,,,,,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,8,370,4,3,,Random Score,588,,,,455.182,455.281,,,455.129,455.135,,,468.831,470.493,,,,,,9
,,,,,7,,,426,,,,459.495,460.735,,,460.735,465.631,,,,,,,,,,19
,,,,,5,,,4414,,,,,,,,470.493,470.761,,,,,,,,,,24
,,,,,8,,,199,,,,,,,,471.076,471.809,,,,,,,,,,0
,,,,,1,,,177,,,,,,,,471.93,472.028,,,,,,,,,,13
,,,,,2,,,211,,,,,,,,,,,,,,,,,,,0
,,,,,4,,,300,,,,,,,,,,,,,,,,,,,24
,,,,,6,,,325,,,,,,,,,,,,,,,,,,,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,2,476,2,2,,Random Score,312,,491.288,499.105,476.74,476.773,,,,,,,,,,,,,,53
,,,,,1,,,1004,,,,478.764,489.084,,,,,,,,,,,,,,71
,,,,,,,,,,,,499.356,500.578,,,,,,,,,,,,,,
,,,,,,,,,,,,500.751,500.838,,,,,,,,,,,,,,
,7,2,505,1,2,,Random Score,302,,543.005,543.019,543.051,543.118,,,,,,,,,,,,,,40
,,,,,1,,,739,,545.27,545.752,544.316,545.22,,,,,,,,,,,,,,65
,,,,,,,,,,552.248,552.814,,,,,,,,,,,,,,,,
,,,,,,,,,,553.265,554.153,,,,,,,,,,,,,,,,
,8,8,560,8,3,,Random Score,105,,,,,,,,,,,,,,,,658.811,659.042,,17
,,,,,4,,,1531,,,,,,,,,,,,,,,,659.241,659.425,,13
,,,,,5,,,542,,,,,,,,,,,,,,,,660.39,660.558,,13
,,,,,2,,,4415,,,,,,,,,,,,,,,,661.108,661.59,,5
