Experiment #,Question #,Number of Answers,Start Date/Seconds After Start Date,Answer Chosen,Answer Order,Number of Characters in Each Answer,Total Experiment Time (Seconds),How Answers Ordered,IP Address [Removed],Time Mouse Scrolled Over Answer 1 (Seconds After Start Time),Time Mouse Moved Away From Answer 1 (Seconds After Start Time),Time Mouse Scrolled Over Answer 2 (Seconds After Start Time),Time Mouse Moved Away From Answer 2 (Seconds After Start Time),Time Mouse Scrolled Over Answer 3 (Seconds After Start Time),Time Mouse Moved Away From Answer 3 (Seconds After Start Time),Time Mouse Scrolled Over Answer 4 (Seconds After Start Time),Time Mouse Moved Away From Answer 4 (Seconds After Start Time),Time Mouse Scrolled Over Answer 5 (Seconds After Start Time),Time Mouse Moved Away From Answer 5 (Seconds After Start Time),Time Mouse Scrolled Over Answer 6 (Seconds After Start Time),Time Mouse Moved Away From Answer 6 (Seconds After Start Time),Time Mouse Scrolled Over Answer 7 (Seconds After Start Time),Time Mouse Moved Away From Answer 7 (Seconds After Start Time),Time Mouse Scrolled Over Answer 8 (Seconds After Start Time),Time Mouse Moved Away From Answer 8 (Seconds After Start Time),Amazon Worker ID,Score
,,,,,6,860,,,,,,,,,,,,,,,,,,,,,17
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,,13
,,,,,5,532,,,,,,,,,,,,,,,,,,,,,12
,,,,,1,739,,,,,,,,,,,,,,,,,,,,,12
,,,,,2,302,,,,,,,,,,,,,,,,,,,,,5
,,,,,7,195,,,,,,,,,,,,,,,,,,,,,2
,8,8,234,4,5,542,,,,NA,NA,NA,NA,NA,NA,307.756,307.946,307.143,307.178,NA,NA,NA,NA,NA,NA,,25
,,,,,4,1531,,,,,,,,,,308.506,309.05,309.079,309.091,,,,,,,,15
,,,,,1,835,,,,,,,,,,,,,,,,,,,,,11
,,,,,6,333,,,,,,,,,,,,,,,,,,,,,9
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,,7
,,,,,3,105,,,,,,,,,,,,,,,,,,,,,7
,,,,,7,108,,,,,,,,,,,,,,,,,,,,,2
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,,1
,9,8,314,3,3,435,,,,NA,NA,NA,NA,316.157,317.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,14
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,,11
,,,,,4,826,,,,,,,,,,,,,,,,,,,,,11
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,,6
,,,,,7,381,,,,,,,,,,,,,,,,,,,,,5
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,,3
,,,,,1,708,,,,,,,,,,,,,,,,,,,,,2
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,,1
,10,2,323,2,2,421,,,,NA,NA,332.145,332.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,27
,,,,,1,1713,,,,,,332.882,333.468,,,,,,,,,,,,,,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,0
114,1,2,0,2,2,203,398,random,,3516.22,3516.25,3530.9,3531.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
,,,,,1,219,,,,3536.85,3560.37,3533.1,3536.74,,,,,,,,,,,,,,28
,,,,,,,,,,3560.78,3562.99,3563.24,3564.51,,,,,,,,,,,,,,0
,,,,,,,,,,3564.57,3565.13,,,,,,,,,,,,,,,,0
,2,8,57,4,1,753,,,,3595.64,3597.05,NA,NA,NA,NA,3633.14,3633.59,NA,NA,3597.05,3598.05,NA,NA,NA,NA,,24
,,,,,6,1265,,,,3598.05,3606.94,,,,,,,,,,,,,,,,17
,,,,,3,1347,,,,3607.64,3608,,,,,,,,,,,,,,,,15
,,,,,4,204,,,,,,,,,,,,,,,,,,,,,12
,,,,,5,919,,,,,,,,,,,,,,,,,,,,,10
,,,,,2,439,,,,,,,,,,,,,,,,,,,,,7
,,,,,8,330,,,,,,,,,,,,,,,,,,,,,4
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,,3
,3,8,131,7,3,280,,,,3647.3,3647.31,NA,NA,3646.75,3646.89,3658.57,3658.79,3647.01,3647.29,3648.66,3649.65,3646.9,3647.01,3647.32,3647.65,,23
,,,,,7,492,,,,3694.04,3694.05,,,3667.59,3672.47,3693.43,3693.45,3650.17,3657.18,3694.53,3695.05,3658.93,3659.9,3649.72,3650.17,,22
,,,,,4,171,,,,,,,,3678.41,3684.27,,,3693.61,3694.04,,,3660.16,3660.24,3694.09,3694.53,,17
,,,,,5,260,,,,,,,,3691.25,3692.31,,,,,,,3675.18,3675.33,,,,17
,,,,,2,139,,,,,,,,,,,,,,,,3684.39,3684.64,,,,14
,,,,,1,168,,,,,,,,,,,,,,,,3685.38,3691.25,,,,13
,,,,,8,176,,,,,,,,,,,,,,,,3692.72,3693.42,,,,4
,,,,,6,482,,,,,,,,,,,,,,,,,,,,,1
,4,2,186,2,2,149,,,,3742.51,3747.33,3741.53,3741.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,39
,,,,,1,1490,,,,3749.53,3750.37,3747.41,3748.33,,,,,,,,,,,,,,27
,,,,,,,,,,,,3748.39,3749.53,,,,,,,,,,,,,,0
,5,8,242,3,3,588,,,,NA,NA,3778.48,3779.23,3759.6,3769.7,3769.7,3769.89,3780.29,3782.91,3786.56,3788.44,3804.95,3804.99,3806.6,3806.66,,22
,,,,,4,300,,,,,,3785.72,3786.56,3798.93,3803.3,3798.35,3798.93,3784.07,3785.72,3804.59,3804.85,,,,,,19
,,,,,6,325,,,,,,3804.93,3804.95,3803.75,3804.16,3804.54,3804.57,3805.33,3806.25,,,,,,,,16
,,,,,1,177,,,,,,,,3804.2,3804.52,,,,,,,,,,,,9
,,,,,2,211,,,,,,,,,,,,,,,,,,,,,6
,,,,,7,426,,,,,,,,,,,,,,,,,,,,,5
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,,4
,,,,,8,199,,,,,,,,,,,,,,,,,,,,,3
,6,8,304,6,6,985,,,,3846.93,3847.46,3833.26,3835.45,3843.57,3843.66,3846.82,3846.93,3835.45,3840.09,3817.65,3817.73,3842.42,3842.98,3843.02,3843.28,,22
,,,,,3,152,,,,,,3843.31,3843.38,3845.76,3845.89,,,,,3820.41,3833.26,3846.14,3846.8,3846.11,3846.12,,19
,,,,,2,312,,,,,,3846.06,3846.09,,,,,,,3843.66,3844.13,,,,,,18
,,,,,5,30,,,,,,,,,,,,,,3844.89,3845.34,,,,,,9
,,,,,8,301,,,,,,,,,,,,,,3845.67,3845.74,,,,,,4
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,,4
,,,,,4,510,,,,,,,,,,,,,,,,,,,,,3
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,,0
,7,2,339,2,2,302,,,,3857.39,3857.9,3856.48,3856.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,60
,,,,,1,739,,,,3859.18,3859.41,3858.41,3859.07,,,,,,,,,,,,,,7
,,,,,,,,,,3859.52,3859.73,,,,,,,,,,,,,,,,0
,8,8,351,4,6,333,,,,3877.27,3877.61,3874.87,3876.9,NA,NA,3869.93,3872.77,NA,NA,3869.44,3869.93,NA,NA,3876.9,3877.1,,25
,,,,,3,105,,,,,,,,,,3873.38,3874.56,,,,,,,,,,25
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,,22
,,,,,5,542,,,,,,,,,,,,,,,,,,,,,16
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,,15
,,,,,7,108,,,,,,,,,,,,,,,,,,,,,14
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,,12
,,,,,1,835,,,,,,,,,,,,,,,,,,,,,3
,9,8,369,2,4,826,,,,NA,NA,3885.64,3886.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,23
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,,22
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,,21
,,,,,1,708,,,,,,,,,,,,,,,,,,,,,18
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,,17
,,,,,7,381,,,,,,,,,,,,,,,,,,,,,14
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,,12
,,,,,3,435,,,,,,,,,,,,,,,,,,,,,6
,10,8,383,4,4,516,,,,3899.96,3900.38,3899.53,3899.96,NA,NA,3898.91,3899.53,NA,NA,NA,NA,NA,NA,3904.89,3904.9,,25
,,,,,2,421,,,,,,,,,,3900.38,3900.62,,,,,,,,,,23
,,,,,1,1713,,,,,,,,,,3901.21,3902.05,,,,,,,,,,11
,,,,,6,184,,,,,,,,,,,,,,,,,,,,,10
,,,,,7,238,,,,,,,,,,,,,,,,,,,,,6
,,,,,3,469,,,,,,,,,,,,,,,,,,,,,5
,,,,,5,179,,,,,,,,,,,,,,,,,,,,,5
,,,,,8,110,,,,,,,,,,,,,,,,,,,,,0
115,1,8,0,4,8,403,322,random,,NA,NA,NA,NA,NA,NA,13.538,13.554,13.514,13.53,NA,NA,NA,NA,2.51,2.53,NA,20
,,,,,7,229,,,,,,,,,,14.074,14.083,,,,,,,,,,20
,,,,,2,203,,,,,,,,,,17.754,18.466,,,,,,,,,,20
,,,,,3,205,,,,,,,,,,18.954,19.122,,,,,,,,,,15
,,,,,1,219,,,,,,,,,,19.658,19.738,,,,,,,,,,14
,,,,,4,1225,,,,,,,,,,20.45,21.864,,,,,,,,,,13
,,,,,5,451,,,,,,,,,,,,,,,,,,,,,11
,,,,,6,298,,,,,,,,,,,,,,,,,,,,,11
,2,2,26,1,2,439,,,,32.682,34.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,62
,,,,,1,753,,,,,,,,,,,,,,,,,,,,,10
,3,8,38,4,4,171,,,,NA,NA,NA,NA,NA,NA,74.185,75.429,NA,NA,55.009,55.153,NA,NA,NA,NA,,23
,,,,,5,260,,,,,,,,,,,,,,55.361,56.257,,,,,,21
,,,,,8,176,,,,,,,,,,,,,,,,,,,,,20
,,,,,6,482,,,,,,,,,,,,,,,,,,,,,17
,,,,,2,139,,,,,,,,,,,,,,,,,,,,,12
,,,,,3,280,,,,,,,,,,,,,,,,,,,,,8
,,,,,7,492,,,,,,,,,,,,,,,,,,,,,8
,,,,,1,168,,,,,,,,,,,,,,,,,,,,,0
,4,2,87,2,2,149,,,,95.026,95.234,95.346,96.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,71
,,,,,1,1490,,,,96.521,98.233,98.273,98.609,,,,,,,,,,,,,,43
,,,,,,,,,,,,98.817,99.457,,,,,,,,,,,,,,0
,5,2,105,2,2,211,,,,215.505,216.785,212.705,212.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,85
,,,,,1,177,,,,218.817,218.873,217.026,218.729,,,,,,,,,,,,,,25
,,,,,,,,,,219.465,219.521,219.737,220.456,,,,,,,,,,,,,,0
,,,,,,,,,,220.521,220.602,,,,,,,,,,,,,,,,0
,6,8,224,8,2,312,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.346,246.682,,20
,,,,,8,301,,,,,,,,,,,,,,,,,,253.779,254.498,,20
,,,,,5,30,,,,,,,,,,,,,,,,,,254.738,256.522,,16
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,,14
,,,,,3,152,,,,,,,,,,,,,,,,,,,,,13
,,,,,4,510,,,,,,,,,,,,,,,,,,,,,4
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,,2
,,,,,6,985,,,,,,,,,,,,,,,,,,,,,1
,7,2,262,1,1,739,,,,271.643,272.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,80
,,,,,2,302,,,,272.721,272.818,,,,,,,,,,,,,,,,77
,8,2,276,2,1,835,,,,NA,NA,281.042,281.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,78
,,,,,2,4415,,,,,,281.81,281.963,,,,,,,,,,,,,,56
,,,,,,,,,,,,282.055,282.426,,,,,,,,,,,,,,0
,9,8,288,5,3,435,,,,NA,NA,NA,NA,290.362,290.386,NA,NA,301.089,301.386,NA,NA,NA,NA,305.298,305.434,,22
,,,,,7,381,,,,,,,,,,,,301.849,302.809,,,,,,,,20
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,,19
,,,,,1,708,,,,,,,,,,,,,,,,,,,,,19
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,,13
,,,,,4,826,,,,,,,,,,,,,,,,,,,,,11
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,,10
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,,4
,10,2,309,1,1,1713,,,,315.561,316.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,91
,,,,,2,421,,,,,,,,,,,,,,,,,,,,,41
116,1,2,0,1,2,203,710,random,,22.489,29.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
,,,,,1,219,,,,29.509,44.286,,,,,,,,,,,,,,,,17
,,,,,,,,,,54.195,54.634,,,,,,,,,,,,,,,,0
,2,2,56,2,1,753,,,,94.764,119.119,119.119,142.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,82
,,,,,2,439,,,,142.373,146.109,146.11,171.657,,,,,,,,,,,,,,56
,3,2,172,2,1,168,,,,NA,NA,199.718,201.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,39
,,,,,2,139,,,,,,,,,,,,,,,,,,,,,7
,4,2,202,1,2,149,,,,233.688,249.686,250.07,251.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,79
,,,,,1,1490,,,,261.463,262.807,,,,,,,,,,,,,,,,36
,,,,,,,,,,263.292,265.387,,,,,,,,,,,,,,,,0
,5,2,266,2,1,177,,,,NA,NA,295.339,296.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,65
,,,,,2,211,,,,,,,,,,,,,,,,,,,,,27
,6,8,297,2,8,301,,,,415.116,415.408,395.848,415.115,NA,NA,NA,NA,NA,NA,NA,NA,417.5,418.235,NA,NA,,25
,,,,,3,152,,,,415.748,417.5,,,,,,,,,,,422.905,424.023,,,,24
,,,,,2,312,,,,,,,,,,,,,,,,,,,,,24
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,,19
,,,,,6,985,,,,,,,,,,,,,,,,,,,,,14
,,,,,4,510,,,,,,,,,,,,,,,,,,,,,10
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,,9
,,,,,5,30,,,,,,,,,,,,,,,,,,,,,8
,7,8,425,1,5,532,,,,485.411,497.221,NA,NA,520.843,529.484,497.222,511.1,NA,NA,529.484,536.613,NA,NA,515.988,520.843,,22
,,,,,7,195,,,,511.1,515.187,,,,,515.187,515.988,,,,,,,,,,15
,,,,,1,739,,,,,,,,,,,,,,,,,,,,,10
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,,10
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,,9
,,,,,3,734,,,,,,,,,,,,,,,,,,,,,8
,,,,,2,302,,,,,,,,,,,,,,,,,,,,,1
,,,,,6,860,,,,,,,,,,,,,,,,,,,,,0
,8,2,537,2,1,835,,,,547.3,566.433,566.434,577.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,76
,,,,,2,4415,,,,578.604,579.979,579.979,582.041,,,,,,,,,,,,,,17
,9,2,583,1,1,708,,,,631.717,632.752,633.169,633.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,49
,,,,,2,1394,,,,632.76,633.169,,,,,,,,,,,,,,,,21
,10,8,634,6,7,238,,,,707.975,708.742,NA,NA,NA,NA,657.615,664.42,640.75,657.615,685.505,704.876,NA,NA,NA,NA,,25
,,,,,5,179,,,,,,,,,,,,,,705.177,705.238,,,,,,21
,,,,,3,469,,,,,,,,,,,,,,705.548,707.378,,,,,,17
,,,,,4,516,,,,,,,,,,,,,,,,,,,,,16
,,,,,8,110,,,,,,,,,,,,,,,,,,,,,15
,,,,,2,421,,,,,,,,,,,,,,,,,,,,,14
,,,,,6,184,,,,,,,,,,,,,,,,,,,,,14
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,,3
117,1,2,0,2,2,203,466,random,,NA,NA,32.27,34.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49
,,,,,1,219,,,,,,,,,,,,,,,,,,,,,18
,2,8,37,4,4,204,,,,NA,NA,NA,NA,NA,NA,96.146,100.78,NA,NA,NA,NA,NA,NA,NA,NA,,25
,,,,,8,330,,,,,,,,,,,,,,,,,,,,,24
,,,,,2,439,,,,,,,,,,,,,,,,,,,,,12
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,,9
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,,9
,,,,,5,919,,,,,,,,,,,,,,,,,,,,,3
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,,2
,,,,,1,753,,,,,,,,,,,,,,,,,,,,,1
,3,2,103,1,2,139,,,,125.852,126.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,90
,,,,,1,168,,,,,,,,,,,,,,,,,,,,,86
,4,8,129,8,8,131,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.407,201.582,,19
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,,13
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,,11
,,,,,4,262,,,,,,,,,,,,,,,,,,,,,9
,,,,,2,149,,,,,,,,,,,,,,,,,,,,,8
,,,,,6,3146,,,,,,,,,,,,,,,,,,,,,5
,,,,,3,466,,,,,,,,,,,,,,,,,,,,,5
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,,2
,5,2,204,1,2,211,,,,239.547,240.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,56
,,,,,1,177,,,,,,,,,,,,,,,,,,,,,2
,6,2,243,2,1,1004,,,,NA,NA,274.543,276.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,94
,,,,,2,312,,,,,,,,,,,,,,,,,,,,,36
,7,8,281,2,8,2848,,,,NA,NA,304.801,312.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,17
,,,,,6,860,,,,,,,,,,,,,,,,,,,,,17
,,,,,7,195,,,,,,,,,,,,,,,,,,,,,17
,,,,,2,302,,,,,,,,,,,,,,,,,,,,,16
,,,,,3,734,,,,,,,,,,,,,,,,,,,,,15
,,,,,5,532,,,,,,,,,,,,,,,,,,,,,5
,,,,,1,739,,,,,,,,,,,,,,,,,,,,,4
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,,0
,8,2,316,2,1,835,,,,NA,NA,348.072,351.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,52
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,,11
,9,8,354,3,5,2005,,,,NA,NA,NA,NA,411.762,426.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25
,,,,,1,708,,,,,,,,,,,,,,,,,,,,,24
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,,21
,,,,,4,826,,,,,,,,,,,,,,,,,,,,,13
,,,,,3,435,,,,,,,,,,,,,,,,,,,,,9
,,,,,7,381,,,,,,,,,,,,,,,,,,,,,7
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,,5
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,,4
,10,8,429,8,6,184,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.065,462.463,,24
,,,,,3,469,,,,,,,,,,,,,,,,,,,,,23
,,,,,2,421,,,,,,,,,,,,,,,,,,,,,19
,,,,,5,179,,,,,,,,,,,,,,,,,,,,,15
,,,,,7,238,,,,,,,,,,,,,,,,,,,,,14
,,,,,4,516,,,,,,,,,,,,,,,,,,,,,8
,,,,,8,110,,,,,,,,,,,,,,,,,,,,,4
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,,1
118,1,2,0,2,1,219,976,random,,NA,NA,70.71,70.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
,,,,,2,203,,,,,,70.945,71.274,,,,,,,,,,,,,,12
,,,,,,,,,,,,71.659,72.874,,,,,,,,,,,,,,0
,,,,,,,,,,,,72.885,73.013,,,,,,,,,,,,,,0
,2,8,82,4,3,1347,,,,NA,NA,NA,NA,NA,NA,172.853,174.717,NA,NA,NA,NA,NA,NA,NA,NA,,17
,,,,,7,1203,,,,,,,,,,174.797,175.713,,,,,,,,,,13
,,,,,4,204,,,,,,,,,,,,,,,,,,,,,11
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,,9
,,,,,8,330,,,,,,,,,,,,,,,,,,,,,7
,,,,,5,919,,,,,,,,,,,,,,,,,,,,,6
,,,,,1,753,,,,,,,,,,,,,,,,,,,,,5
,,,,,2,439,,,,,,,,,,,,,,,,,,,,,2
,3,2,198,2,2,139,,,,NA,NA,239.479,240.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,94
,,,,,1,168,,,,,,,,,,,,,,,,,,,,,81
,4,2,249,1,1,1490,,,,352.948,354.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,98
,,,,,2,149,,,,,,,,,,,,,,,,,,,,,29
,5,2,363,1,2,211,,,,405.102,405.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,84
,,,,,1,177,,,,406.277,406.912,,,,,,,,,,,,,,,,45
,,,,,,,,,,406.928,407.067,,,,,,,,,,,,,,,,0
,,,,,,,,,,411.104,411.112,,,,,,,,,,,,,,,,0
,6,2,423,2,2,312,,,,NA,NA,445.016,445.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,92
,,,,,1,1004,,,,,,494.994,499.235,,,,,,,,,,,,,,54
,,,,,,,,,,,,499.592,501.987,,,,,,,,,,,,,,0
,,,,,,,,,,,,501.996,502.008,,,,,,,,,,,,,,0
,7,8,516,2,1,739,,,,567.534,580.041,588.199,588.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,19
,,,,,2,302,,,,,,589.539,589.588,,,,,,,,,,,,,,17
,,,,,8,2848,,,,,,589.82,590.487,,,,,,,,,,,,,,16
,,,,,6,860,,,,,,591.606,592.176,,,,,,,,,,,,,,14
,,,,,5,532,,,,,,,,,,,,,,,,,,,,,12
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,,10
,,,,,3,734,,,,,,,,,,,,,,,,,,,,,0
,,,,,7,195,,,,,,,,,,,,,,,,,,,,,0
,8,2,631,2,2,4415,,,,NA,NA,688.958,691.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,41
,,,,,1,835,,,,,,736.208,737.628,,,,,,,,,,,,,,26
,,,,,,,,,,,,738.405,740.249,,,,,,,,,,,,,,0
,9,2,751,2,2,1394,,,,NA,NA,771.622,772.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,67
,,,,,1,708,,,,,,772.639,772.688,,,,,,,,,,,,,,30
,,,,,,,,,,,,772.727,773.637,,,,,,,,,,,,,,0
,10,8,817,1,3,469,,,,963.651,964.337,NA,NA,867.098,867.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,19
,,,,,2,421,,,,964.757,965.637,,,,,,,,,,,,,,,,18
,,,,,8,110,,,,,,,,,,,,,,,,,,,,,17
,,,,,6,184,,,,,,,,,,,,,,,,,,,,,15
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,,10
,,,,,4,516,,,,,,,,,,,,,,,,,,,,,4
,,,,,7,238,,,,,,,,,,,,,,,,,,,,,3
,,,,,5,179,,,,,,,,,,,,,,,,,,,,,1
119,1,8,0,3,4,1225,422,random,,NA,NA,NA,NA,60.714,61.842,24.04,24.695,NA,NA,59.943,59.974,NA,NA,NA,NA,NA,23
,,,,,2,203,,,,,,,,,,,,,,,,,,,,,21
,,,,,6,298,,,,,,,,,,,,,,,,,,,,,18
,,,,,3,205,,,,,,,,,,,,,,,,,,,,,15
,,,,,8,403,,,,,,,,,,,,,,,,,,,,,14
,,,,,7,229,,,,,,,,,,,,,,,,,,,,,4
,,,,,5,451,,,,,,,,,,,,,,,,,,,,,3
,,,,,1,219,,,,,,,,,,,,,,,,,,,,,0
,2,8,46,4,8,330,,,,NA,NA,NA,NA,NA,NA,113.197,113.4,NA,NA,NA,NA,NA,NA,NA,NA,,25
,,,,,7,1203,,,,,,,,,,113.65,114.801,,,,,,,,,,19
,,,,,3,1347,,,,,,,,,,114.941,114.941,,,,,,,,,,12
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,,10
,,,,,2,439,,,,,,,,,,,,,,,,,,,,,7
,,,,,1,753,,,,,,,,,,,,,,,,,,,,,4
,,,,,4,204,,,,,,,,,,,,,,,,,,,,,1
,,,,,5,919,,,,,,,,,,,,,,,,,,,,,1
,3,8,99,7,8,176,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.503,153.143,161.151,161.198,,25
,,,,,7,492,,,,,,,,,,,,,,,,153.546,161.11,,,,24
,,,,,2,139,,,,,,,,,,,,,,,,,,,,,24
,,,,,3,280,,,,,,,,,,,,,,,,,,,,,21
,,,,,5,260,,,,,,,,,,,,,,,,,,,,,20
,,,,,4,171,,,,,,,,,,,,,,,,,,,,,14
,,,,,6,482,,,,,,,,,,,,,,,,,,,,,10
,,,,,1,168,,,,,,,,,,,,,,,,,,,,,0
,4,2,147,2,1,1490,,,,NA,NA,192.461,192.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,87
,,,,,2,149,,,,,,192.885,192.979,,,,,,,,,,,,,,42
,,,,,,,,,,,,193.338,194.429,,,,,,,,,,,,,,0
,,,,,,,,,,,,194.57,194.663,,,,,,,,,,,,,,0
,5,2,176,1,1,177,,,,215.835,215.835,218.798,218.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,58
,,,,,2,211,,,,215.88,218.767,,,,,,,,,,,,,,,,30
,6,2,200,1,2,312,,,,260.258,260.96,224.352,224.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,97
,,,,,1,1004,,,,261.289,263.087,251.478,253.508,,,,,,,,,,,,,,67
,,,,,,,,,,,,254.179,254.35,,,,,,,,,,,,,,0
,7,2,244,2,2,302,,,,288.184,288.667,284.268,284.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,71
,,,,,1,739,,,,,,284.744,285.694,,,,,,,,,,,,,,27
,8,2,271,1,1,835,,,,322.72,323.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,75
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,,60
,9,8,308,3,8,1578,,,,NA,NA,NA,NA,400.62,400.683,NA,NA,402.249,402.286,NA,NA,NA,NA,NA,NA,,21
,,,,,2,1394,,,,,,,,401.13,402.216,,,,,,,,,,,,20
,,,,,1,708,,,,,,,,,,,,,,,,,,,,,19
,,,,,4,826,,,,,,,,,,,,,,,,,,,,,16
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,,15
,,,,,3,435,,,,,,,,,,,,,,,,,,,,,11
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,,5
,,,,,7,381,,,,,,,,,,,,,,,,,,,,,4
